walk_id,source_place,park_name,park_area,destination_landmark,walking_distance_km,estimated_walk_time_minutes,walking_direction_steps,starting_landmark,ending_landmark,road_name,route_type,safe_for_tourists,street_lighting,best_time_to_walk,crowd_level,scenic_walk,nearby_places_on_route,google_maps_walk_link,description
WLK-1494,Beach Road,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,12.3,153,"1. Start at Beach Road Promenade. 2. Head to the main road and follow signs toward Gajuwaka. 3. Walk along Gajuwaka Main Road for the first 2 km passing key junctions. 4. Continue for another 10.3 km following Gajuwaka direction boards. 5. On reaching Gajuwaka, follow the approach path. 6. Gajuwaka Community Park entrance (Gajuwaka Community Park Main Gate) is at the end of the approach road.",Beach Road Promenade,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Beachside / Coastal Footpath,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from Beach Road to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 12.3 km, takes about 153 minutes on foot via Gajuwaka Main Road."
WLK-1495,Dwaraka Nagar,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,9.6,120,"1. Start at Dwaraka Nagar Bus Stop. 2. Head to the main road and follow signs toward Gajuwaka. 3. Walk along Gajuwaka Main Road for the first 2 km passing key junctions. 4. Continue for another 7.6 km following Gajuwaka direction boards. 5. On reaching Gajuwaka, follow the approach path. 6. Gajuwaka Community Park entrance (Gajuwaka Community Park Main Gate) is at the end of the approach road.",Dwaraka Nagar Bus Stop,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from Dwaraka Nagar to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 9.6 km, takes about 120 minutes on foot via Gajuwaka Main Road."
WLK-1496,Gajuwaka,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,0.0,5,1. Start at Gajuwaka Junction. 2. Walk straight along Gajuwaka Main Road toward Gajuwaka. 3. Gajuwaka Community Park entrance (Gajuwaka Community Park Main Gate) will appear directly ahead within 0 metres.,Gajuwaka Junction,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Neighbourhood Footpath,Yes,Yes,06:00-09:00 and 17:00-20:00,Moderate,No,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from Gajuwaka to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 0.0 km, takes about 5 minutes on foot via Gajuwaka Main Road."
WLK-1497,Gopalapatnam,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,15.5,193,"1. Start at Gopalapatnam Bus Stop. 2. Head to the main road and follow signs toward Gajuwaka. 3. Walk along Gajuwaka Main Road for the first 2 km passing key junctions. 4. Continue for another 13.5 km following Gajuwaka direction boards. 5. On reaching Gajuwaka, follow the approach path. 6. Gajuwaka Community Park entrance (Gajuwaka Community Park Main Gate) is at the end of the approach road.",Gopalapatnam Bus Stop,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from Gopalapatnam to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 15.5 km, takes about 193 minutes on foot via Gajuwaka Main Road."
WLK-1498,Hanumanthuwaka,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,3.6,45,"1. Start at Hanumanthuwaka Bus Stop. 2. Head to the main road and follow signs toward Gajuwaka. 3. Walk along Gajuwaka Main Road for the first 2 km passing key junctions. 4. Continue for another 1.6 km following Gajuwaka direction boards. 5. On reaching Gajuwaka, follow the approach path. 6. Gajuwaka Community Park entrance (Gajuwaka Community Park Main Gate) is at the end of the approach road.",Hanumanthuwaka Bus Stop,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,No,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from Hanumanthuwaka to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 3.6 km, takes about 45 minutes on foot via Gajuwaka Main Road."
WLK-1499,Jagadamba,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,8.6,107,"1. Start at Jagadamba Junction. 2. Head to the main road and follow signs toward Gajuwaka. 3. Walk along Gajuwaka Main Road for the first 2 km passing key junctions. 4. Continue for another 6.6 km following Gajuwaka direction boards. 5. On reaching Gajuwaka, follow the approach path. 6. Gajuwaka Community Park entrance (Gajuwaka Community Park Main Gate) is at the end of the approach road.",Jagadamba Junction,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from Jagadamba to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 8.6 km, takes about 107 minutes on foot via Gajuwaka Main Road."
WLK-1500,Kailasagiri,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,14.8,185,"1. Start at Kailasagiri Ropeway Base Station. 2. Head to the main road and follow signs toward Gajuwaka. 3. Walk along Gajuwaka Main Road for the first 2 km passing key junctions. 4. Continue for another 12.8 km following Gajuwaka direction boards. 5. On reaching Gajuwaka, follow the approach path. 6. Gajuwaka Community Park entrance (Gajuwaka Community Park Main Gate) is at the end of the approach road.",Kailasagiri Ropeway Base Station,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from Kailasagiri to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 14.8 km, takes about 185 minutes on foot via Gajuwaka Main Road."
WLK-1501,Kommadi,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,18.2,227,"1. Start at Kommadi Junction. 2. Head to the main road and follow signs toward Gajuwaka. 3. Walk along Gajuwaka Main Road for the first 2 km passing key junctions. 4. Continue for another 16.2 km following Gajuwaka direction boards. 5. On reaching Gajuwaka, follow the approach path. 6. Gajuwaka Community Park entrance (Gajuwaka Community Park Main Gate) is at the end of the approach road.",Kommadi Junction,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from Kommadi to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 18.2 km, takes about 227 minutes on foot via Gajuwaka Main Road."
WLK-1502,Kurmannapalem,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,15.3,191,"1. Start at Kurmannapalem Junction. 2. Head to the main road and follow signs toward Gajuwaka. 3. Walk along Gajuwaka Main Road for the first 2 km passing key junctions. 4. Continue for another 13.3 km following Gajuwaka direction boards. 5. On reaching Gajuwaka, follow the approach path. 6. Gajuwaka Community Park entrance (Gajuwaka Community Park Main Gate) is at the end of the approach road.",Kurmannapalem Junction,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from Kurmannapalem to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 15.3 km, takes about 191 minutes on foot via Gajuwaka Main Road."
WLK-1503,Lawson's Bay,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,13.5,168,"1. Start at Lawson's Bay Colony Junction. 2. Head to the main road and follow signs toward Gajuwaka. 3. Walk along Gajuwaka Main Road for the first 2 km passing key junctions. 4. Continue for another 11.5 km following Gajuwaka direction boards. 5. On reaching Gajuwaka, follow the approach path. 6. Gajuwaka Community Park entrance (Gajuwaka Community Park Main Gate) is at the end of the approach road.",Lawson's Bay Colony Junction,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Beachside / Coastal Footpath,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from Lawson's Bay to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 13.5 km, takes about 168 minutes on foot via Gajuwaka Main Road."
WLK-1504,MVP Colony,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,8.6,107,"1. Start at MVP Colony Sector 7 Junction. 2. Head to the main road and follow signs toward Gajuwaka. 3. Walk along Gajuwaka Main Road for the first 2 km passing key junctions. 4. Continue for another 6.6 km following Gajuwaka direction boards. 5. On reaching Gajuwaka, follow the approach path. 6. Gajuwaka Community Park entrance (Gajuwaka Community Park Main Gate) is at the end of the approach road.",MVP Colony Sector 7 Junction,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from MVP Colony to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 8.6 km, takes about 107 minutes on foot via Gajuwaka Main Road."
WLK-1505,Maddilapalem,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,9.2,114,"1. Start at Maddilapalem Junction. 2. Head to the main road and follow signs toward Gajuwaka. 3. Walk along Gajuwaka Main Road for the first 2 km passing key junctions. 4. Continue for another 7.2 km following Gajuwaka direction boards. 5. On reaching Gajuwaka, follow the approach path. 6. Gajuwaka Community Park entrance (Gajuwaka Community Park Main Gate) is at the end of the approach road.",Maddilapalem Junction,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from Maddilapalem to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 9.2 km, takes about 114 minutes on foot via Gajuwaka Main Road."
WLK-1506,Madhurawada,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,19.9,248,"1. Start at Madhurawada Junction. 2. Head to the main road and follow signs toward Gajuwaka. 3. Walk along Gajuwaka Main Road for the first 2 km passing key junctions. 4. Continue for another 17.9 km following Gajuwaka direction boards. 5. On reaching Gajuwaka, follow the approach path. 6. Gajuwaka Community Park entrance (Gajuwaka Community Park Main Gate) is at the end of the approach road.",Madhurawada Junction,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from Madhurawada to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 19.9 km, takes about 248 minutes on foot via Gajuwaka Main Road."
WLK-1507,NAD Junction,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,5.1,63,"1. Start at NAD Junction. 2. Head to the main road and follow signs toward Gajuwaka. 3. Walk along Gajuwaka Main Road for the first 2 km passing key junctions. 4. Continue for another 3.1 km following Gajuwaka direction boards. 5. On reaching Gajuwaka, follow the approach path. 6. Gajuwaka Community Park entrance (Gajuwaka Community Park Main Gate) is at the end of the approach road.",NAD Junction,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from NAD Junction to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 5.1 km, takes about 63 minutes on foot via Gajuwaka Main Road."
WLK-1508,One Town,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,8.4,105,"1. Start at One Town Bus Stop. 2. Head to the main road and follow signs toward Gajuwaka. 3. Walk along Gajuwaka Main Road for the first 2 km passing key junctions. 4. Continue for another 6.4 km following Gajuwaka direction boards. 5. On reaching Gajuwaka, follow the approach path. 6. Gajuwaka Community Park entrance (Gajuwaka Community Park Main Gate) is at the end of the approach road.",One Town Bus Stop,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from One Town to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 8.4 km, takes about 105 minutes on foot via Gajuwaka Main Road."
WLK-1509,PM Palem,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,20.1,251,"1. Start at PM Palem Bus Stop. 2. Head to the main road and follow signs toward Gajuwaka. 3. Walk along Gajuwaka Main Road for the first 2 km passing key junctions. 4. Continue for another 18.1 km following Gajuwaka direction boards. 5. On reaching Gajuwaka, follow the approach path. 6. Gajuwaka Community Park entrance (Gajuwaka Community Park Main Gate) is at the end of the approach road.",PM Palem Bus Stop,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from PM Palem to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 20.1 km, takes about 251 minutes on foot via Gajuwaka Main Road."
WLK-1510,Pendurthi,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,18.6,232,"1. Start at Pendurthi Bus Stop. 2. Head to the main road and follow signs toward Gajuwaka. 3. Walk along Gajuwaka Main Road for the first 2 km passing key junctions. 4. Continue for another 16.6 km following Gajuwaka direction boards. 5. On reaching Gajuwaka, follow the approach path. 6. Gajuwaka Community Park entrance (Gajuwaka Community Park Main Gate) is at the end of the approach road.",Pendurthi Bus Stop,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from Pendurthi to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 18.6 km, takes about 232 minutes on foot via Gajuwaka Main Road."
WLK-1511,Poorna Market,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,8.2,102,"1. Start at Poorna Market Junction. 2. Head to the main road and follow signs toward Gajuwaka. 3. Walk along Gajuwaka Main Road for the first 2 km passing key junctions. 4. Continue for another 6.2 km following Gajuwaka direction boards. 5. On reaching Gajuwaka, follow the approach path. 6. Gajuwaka Community Park entrance (Gajuwaka Community Park Main Gate) is at the end of the approach road.",Poorna Market Junction,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from Poorna Market to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 8.2 km, takes about 102 minutes on foot via Gajuwaka Main Road."
WLK-1512,RK Beach,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,12.7,158,"1. Start at RK Beach Bus Stop / Submarine Museum. 2. Head to the main road and follow signs toward Gajuwaka. 3. Walk along Gajuwaka Main Road for the first 2 km passing key junctions. 4. Continue for another 10.7 km following Gajuwaka direction boards. 5. On reaching Gajuwaka, follow the approach path. 6. Gajuwaka Community Park entrance (Gajuwaka Community Park Main Gate) is at the end of the approach road.",RK Beach Bus Stop / Submarine Museum,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Beachside / Coastal Footpath,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from RK Beach to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 12.7 km, takes about 158 minutes on foot via Gajuwaka Main Road."
WLK-1513,RTC Complex,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,8.9,111,"1. Start at RTC Complex Bus Stop. 2. Head to the main road and follow signs toward Gajuwaka. 3. Walk along Gajuwaka Main Road for the first 2 km passing key junctions. 4. Continue for another 6.9 km following Gajuwaka direction boards. 5. On reaching Gajuwaka, follow the approach path. 6. Gajuwaka Community Park entrance (Gajuwaka Community Park Main Gate) is at the end of the approach road.",RTC Complex Bus Stop,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from RTC Complex to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 8.9 km, takes about 111 minutes on foot via Gajuwaka Main Road."
WLK-1514,Railway Station,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,8.3,103,"1. Start at Visakhapatnam Railway Station. 2. Head to the main road and follow signs toward Gajuwaka. 3. Walk along Gajuwaka Main Road for the first 2 km passing key junctions. 4. Continue for another 6.3 km following Gajuwaka direction boards. 5. On reaching Gajuwaka, follow the approach path. 6. Gajuwaka Community Park entrance (Gajuwaka Community Park Main Gate) is at the end of the approach road.",Visakhapatnam Railway Station,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from Railway Station to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 8.3 km, takes about 103 minutes on foot via Gajuwaka Main Road."
WLK-1515,Rushikonda,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,18.9,236,"1. Start at Rushikonda Beach Bus Stop. 2. Head to the main road and follow signs toward Gajuwaka. 3. Walk along Gajuwaka Main Road for the first 2 km passing key junctions. 4. Continue for another 16.9 km following Gajuwaka direction boards. 5. On reaching Gajuwaka, follow the approach path. 6. Gajuwaka Community Park entrance (Gajuwaka Community Park Main Gate) is at the end of the approach road.",Rushikonda Beach Bus Stop,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Beachside / Coastal Footpath,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from Rushikonda to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 18.9 km, takes about 236 minutes on foot via Gajuwaka Main Road."
