"route_id,source_area,hospital_name,hospital_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,emergency_friendly,tourist_friendly,description"
"VZG00001,Gajuwaka,4S Multispeciality Hospital,Gajuwaka,Gajuwaka Bus Stop,28,City Bus,""Gajuwaka Junction, Gajuwaka Market, Hospital Zone"",1.5,9 mins,Rs.10,05:30,22:00,10,0.3,No,No,""APSRTC bus 28 from Gajuwaka to 4S Multispeciality Hospital in Gajuwaka. Passes through Gajuwaka, Major Junction, Gajuwaka. Approx 1.5 km, 9 mins."""
"VZG01598,Maddilapalem,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,28,Express,""Maddilapalem, Seethammadhara, Madhurawada, PM Palem"",42.0,131 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28 from Maddilapalem to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through Maddilapalem, Major Junction, PM Palem. Approx 42.0 km, 131 mins."""
"VZG01599,NAD Junction,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,39,Semi-Express,""NAD Junction, Dondaparthy, Madhurawada, PM Palem"",19.7,64 mins,Rs.25,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 39 from NAD Junction to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through NAD Junction, Major Junction, PM Palem. Approx 19.7 km, 64 mins."""
"VZG01600,Seethammadhara,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,28,Express,""Seethammadhara, Dondaparthy, Madhurawada, PM Palem"",46.4,144 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28 from Seethammadhara to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through Seethammadhara, Major Junction, PM Palem. Approx 46.4 km, 144 mins."""
"VZG01601,Jagadamba,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,28,Express,""Jagadamba, Siripuram, Madhurawada, PM Palem"",44.0,137 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28 from Jagadamba to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through Jagadamba, Major Junction, PM Palem. Approx 44.0 km, 137 mins."""
"VZG01602,Asilmetta,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,28,Express,""Asilmetta, Jagadamba, Madhurawada, PM Palem"",44.1,137 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28 from Asilmetta to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through Asilmetta, Major Junction, PM Palem. Approx 44.1 km, 137 mins."""
"VZG01603,Railway Station,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,28,Express,""Railway Station, RTC Complex, Madhurawada, PM Palem"",44.5,138 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28 from Railway Station to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through Railway Station, Major Junction, PM Palem. Approx 44.5 km, 138 mins."""
"VZG01604,RTC Complex,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,28,Express,""RTC Complex, Jagadamba, Madhurawada, PM Palem"",44.2,137 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28 from RTC Complex to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through RTC Complex, Major Junction, PM Palem. Approx 44.2 km, 137 mins."""
"VZG01605,Airport,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,38A,City Bus,""Airport, Bhimli Road, Madhurawada, PM Palem"",9.1,32 mins,Rs.15,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 38A from Airport to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through Airport, Major Junction, PM Palem. Approx 9.1 km, 32 mins."""
"VZG01606,Pendurthi,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,39P,City Bus,""Pendurthi, Marripalem, Madhurawada, PM Palem"",6.2,23 mins,Rs.15,05:30,22:00,15,0.5,Yes,No,""APSRTC bus 39P from Pendurthi to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through Pendurthi, Major Junction, PM Palem. Approx 6.2 km, 23 mins."""
"VZG01607,Gopalapatnam,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,39G,Semi-Express,""Gopalapatnam, NAD Junction, Madhurawada, PM Palem"",16.8,55 mins,Rs.25,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 39G from Gopalapatnam to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through Gopalapatnam, Major Junction, PM Palem. Approx 16.8 km, 55 mins."""
"VZG01608,Kurmannapalem,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,39KN,Semi-Express,""Kurmannapalem, NAD Junction, Madhurawada, PM Palem"",14.1,47 mins,Rs.20,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 39KN from Kurmannapalem to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through Kurmannapalem, Major Junction, PM Palem. Approx 14.1 km, 47 mins."""
"VZG01609,Auto Nagar,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,400,Semi-Express,""Auto Nagar, Kancharapalem, Madhurawada, PM Palem"",14.1,47 mins,Rs.20,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 400 from Auto Nagar to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through Auto Nagar, Major Junction, PM Palem. Approx 14.1 km, 47 mins."""
"VZG01610,Steel Plant,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,400,Semi-Express,""Steel Plant, Gajuwaka, Madhurawada, PM Palem"",11.8,40 mins,Rs.20,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 400 from Steel Plant to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through Steel Plant, Major Junction, PM Palem. Approx 11.8 km, 40 mins."""
"VZG01611,Scindia,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,28SC,Express,""Scindia, One Town, Madhurawada, PM Palem"",46.7,145 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28SC from Scindia to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through Scindia, Major Junction, PM Palem. Approx 46.7 km, 145 mins."""
"VZG01612,One Town,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,28OT,Express,""One Town, RTC Complex, Madhurawada, PM Palem"",47.0,146 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28OT from One Town to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through One Town, Major Junction, PM Palem. Approx 47.0 km, 146 mins."""
"VZG01613,Poorna Market,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,28PM,Express,""Poorna Market, One Town, Madhurawada, PM Palem"",48.8,151 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28PM from Poorna Market to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through Poorna Market, Major Junction, PM Palem. Approx 48.8 km, 151 mins."""
"VZG01614,RK Beach,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,28RK,Express,""RK Beach, Siripuram, Madhurawada, PM Palem"",33.7,106 mins,Rs.35,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28RK from RK Beach to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through RK Beach, Major Junction, PM Palem. Approx 33.7 km, 106 mins."""
"VZG01615,Rushikonda,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,99R,City Bus,""Rushikonda, Kommadi, Madhurawada, PM Palem"",6.6,24 mins,Rs.15,06:00,21:00,15,0.5,Yes,No,""APSRTC bus 99R from Rushikonda to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through Rushikonda, Major Junction, PM Palem. Approx 6.6 km, 24 mins."""
"VZG01616,Lawson's Bay,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,28LB,Express,""Lawson's Bay, Siripuram, Madhurawada, PM Palem"",23.7,76 mins,Rs.30,06:00,21:00,30,0.8,Partial,No,""APSRTC bus 28LB from Lawson's Bay to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through Lawson's Bay, Major Junction, PM Palem. Approx 23.7 km, 76 mins."""
"VZG01617,Hanumanthuwaka,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,28H,Express,""Hanumanthuwaka, Madhavadhara, Madhurawada, PM Palem"",52.8,163 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28H from Hanumanthuwaka to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through Hanumanthuwaka, Major Junction, PM Palem. Approx 52.8 km, 163 mins."""
"VZG01618,Arilova,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,99AR,Semi-Express,""Arilova, NAD Junction, Madhurawada, PM Palem"",13.4,45 mins,Rs.20,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 99AR from Arilova to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through Arilova, Major Junction, PM Palem. Approx 13.4 km, 45 mins."""
"VZG01619,Beach Road,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,28BR,Express,""Beach Road, Siripuram, Madhurawada, PM Palem"",33.7,106 mins,Rs.35,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28BR from Beach Road to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through Beach Road, Major Junction, PM Palem. Approx 33.7 km, 106 mins."""
"VZG01620,Kailasagiri,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,28KG,Express,""Kailasagiri, RK Beach, Madhurawada, PM Palem"",27.8,88 mins,Rs.35,06:00,21:00,30,0.8,Partial,No,""APSRTC bus 28KG from Kailasagiri to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through Kailasagiri, Major Junction, PM Palem. Approx 27.8 km, 88 mins."""
"VZG01621,Gajuwaka,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,28,Semi-Express,""Gajuwaka, Steel Plant, Madhurawada, PM Palem"",11.0,38 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 28 from Gajuwaka to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through Gajuwaka, Major Junction, PM Palem. Approx 11.0 km, 38 mins."""
"VZG01622,Kommadi,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,99,City Bus,""Kommadi, Madhurawada, PM Palem"",9.1,32 mins,Rs.15,05:30,22:00,20,0.5,No,No,""APSRTC bus 99 from Kommadi to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through Kommadi, Major Junction, PM Palem. Approx 9.1 km, 32 mins."""
"VZG01623,Madhurawada,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,99,City Bus,""Madhurawada, PM Palem Junction"",4.4,18 mins,Rs.10,05:30,22:00,15,0.3,No,No,""APSRTC bus 99 from Madhurawada to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through Madhurawada, Major Junction, PM Palem. Approx 4.4 km, 18 mins."""
"VZG01624,PM Palem,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,99,City Bus,""PM Palem Junction, PM Palem Market"",1.5,9 mins,Rs.10,05:30,22:00,10,0.3,No,No,""APSRTC bus 99 from PM Palem to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through PM Palem, Major Junction, PM Palem. Approx 1.5 km, 9 mins."""
"VZG01625,MVP Colony,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,28,Express,""MVP Colony, Seethammadhara, Madhurawada, PM Palem"",37.7,118 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from MVP Colony to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through MVP Colony, Major Junction, PM Palem. Approx 37.7 km, 118 mins."""
"VZG01626,Siripuram,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,28,Express,""Siripuram, Jagadamba, Madhurawada, PM Palem"",37.5,117 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Siripuram to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through Siripuram, Major Junction, PM Palem. Approx 37.5 km, 117 mins."""
"VZG01627,Dwaraka Nagar,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,28,Express,""Dwaraka Nagar, Jagadamba, Madhurawada, PM Palem"",39.7,124 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Dwaraka Nagar to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through Dwaraka Nagar, Major Junction, PM Palem. Approx 39.7 km, 124 mins."""
"VZG01628,Maddilapalem,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,28,Express,""Maddilapalem, Seethammadhara, Madhurawada, PM Palem"",42.0,131 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Maddilapalem to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through Maddilapalem, Major Junction, PM Palem. Approx 42.0 km, 131 mins."""
"VZG01629,NAD Junction,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,39,Semi-Express,""NAD Junction, Dondaparthy, Madhurawada, PM Palem"",19.7,64 mins,Rs.25,05:30,22:00,30,0.8,No,No,""APSRTC bus 39 from NAD Junction to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through NAD Junction, Major Junction, PM Palem. Approx 19.7 km, 64 mins."""
"VZG01630,Seethammadhara,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,28,Express,""Seethammadhara, Dondaparthy, Madhurawada, PM Palem"",46.4,144 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Seethammadhara to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through Seethammadhara, Major Junction, PM Palem. Approx 46.4 km, 144 mins."""
"VZG01631,Jagadamba,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,28,Express,""Jagadamba, Siripuram, Madhurawada, PM Palem"",44.0,137 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Jagadamba to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through Jagadamba, Major Junction, PM Palem. Approx 44.0 km, 137 mins."""
"VZG01632,Asilmetta,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,28,Express,""Asilmetta, Jagadamba, Madhurawada, PM Palem"",44.1,137 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Asilmetta to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through Asilmetta, Major Junction, PM Palem. Approx 44.1 km, 137 mins."""
"VZG01633,Railway Station,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,28,Express,""Railway Station, RTC Complex, Madhurawada, PM Palem"",44.5,138 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Railway Station to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through Railway Station, Major Junction, PM Palem. Approx 44.5 km, 138 mins."""
"VZG01634,RTC Complex,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,28,Express,""RTC Complex, Jagadamba, Madhurawada, PM Palem"",44.2,137 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from RTC Complex to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through RTC Complex, Major Junction, PM Palem. Approx 44.2 km, 137 mins."""
"VZG01635,Airport,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,38A,City Bus,""Airport, Bhimli Road, Madhurawada, PM Palem"",9.1,32 mins,Rs.15,05:30,22:00,20,0.5,No,No,""APSRTC bus 38A from Airport to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through Airport, Major Junction, PM Palem. Approx 9.1 km, 32 mins."""
"VZG01636,Pendurthi,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,39P,City Bus,""Pendurthi, Marripalem, Madhurawada, PM Palem"",6.2,23 mins,Rs.15,05:30,22:00,15,0.5,No,No,""APSRTC bus 39P from Pendurthi to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through Pendurthi, Major Junction, PM Palem. Approx 6.2 km, 23 mins."""
"VZG01637,Gopalapatnam,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,39G,Semi-Express,""Gopalapatnam, NAD Junction, Madhurawada, PM Palem"",16.8,55 mins,Rs.25,05:30,22:00,30,0.8,No,No,""APSRTC bus 39G from Gopalapatnam to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through Gopalapatnam, Major Junction, PM Palem. Approx 16.8 km, 55 mins."""
"VZG01638,Kurmannapalem,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,39KN,Semi-Express,""Kurmannapalem, NAD Junction, Madhurawada, PM Palem"",14.1,47 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 39KN from Kurmannapalem to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through Kurmannapalem, Major Junction, PM Palem. Approx 14.1 km, 47 mins."""
"VZG01639,Auto Nagar,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,400,Semi-Express,""Auto Nagar, Kancharapalem, Madhurawada, PM Palem"",14.1,47 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 400 from Auto Nagar to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through Auto Nagar, Major Junction, PM Palem. Approx 14.1 km, 47 mins."""
"VZG01640,Steel Plant,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,400,Semi-Express,""Steel Plant, Gajuwaka, Madhurawada, PM Palem"",11.8,40 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 400 from Steel Plant to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through Steel Plant, Major Junction, PM Palem. Approx 11.8 km, 40 mins."""
"VZG01641,Scindia,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,28SC,Express,""Scindia, One Town, Madhurawada, PM Palem"",46.7,145 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28SC from Scindia to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through Scindia, Major Junction, PM Palem. Approx 46.7 km, 145 mins."""
"VZG01642,One Town,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,28OT,Express,""One Town, RTC Complex, Madhurawada, PM Palem"",47.0,146 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28OT from One Town to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through One Town, Major Junction, PM Palem. Approx 47.0 km, 146 mins."""
"VZG01643,Poorna Market,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,28PM,Express,""Poorna Market, One Town, Madhurawada, PM Palem"",48.8,151 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28PM from Poorna Market to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through Poorna Market, Major Junction, PM Palem. Approx 48.8 km, 151 mins."""
"VZG01644,RK Beach,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,28RK,Express,""RK Beach, Siripuram, Madhurawada, PM Palem"",33.7,106 mins,Rs.35,05:30,22:00,30,0.8,No,No,""APSRTC bus 28RK from RK Beach to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through RK Beach, Major Junction, PM Palem. Approx 33.7 km, 106 mins."""
"VZG01645,Rushikonda,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,99R,City Bus,""Rushikonda, Kommadi, Madhurawada, PM Palem"",6.6,24 mins,Rs.15,06:00,21:00,15,0.5,No,No,""APSRTC bus 99R from Rushikonda to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through Rushikonda, Major Junction, PM Palem. Approx 6.6 km, 24 mins."""
"VZG01646,Lawson's Bay,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,28LB,Express,""Lawson's Bay, Siripuram, Madhurawada, PM Palem"",23.7,76 mins,Rs.30,06:00,21:00,30,0.8,No,No,""APSRTC bus 28LB from Lawson's Bay to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through Lawson's Bay, Major Junction, PM Palem. Approx 23.7 km, 76 mins."""
"VZG01647,Hanumanthuwaka,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,28H,Express,""Hanumanthuwaka, Madhavadhara, Madhurawada, PM Palem"",52.8,163 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28H from Hanumanthuwaka to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through Hanumanthuwaka, Major Junction, PM Palem. Approx 52.8 km, 163 mins."""
"VZG01648,Arilova,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,99AR,Semi-Express,""Arilova, NAD Junction, Madhurawada, PM Palem"",13.4,45 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 99AR from Arilova to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through Arilova, Major Junction, PM Palem. Approx 13.4 km, 45 mins."""
"VZG01649,Beach Road,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,28BR,Express,""Beach Road, Siripuram, Madhurawada, PM Palem"",33.7,106 mins,Rs.35,05:30,22:00,30,0.8,No,No,""APSRTC bus 28BR from Beach Road to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through Beach Road, Major Junction, PM Palem. Approx 33.7 km, 106 mins."""
"VZG01650,Kailasagiri,Visakha Eye Hospital PM Palem Branch,PM Palem,PM Palem Junction,28KG,Express,""Kailasagiri, RK Beach, Madhurawada, PM Palem"",27.8,88 mins,Rs.35,06:00,21:00,30,0.8,No,No,""APSRTC bus 28KG from Kailasagiri to Visakha Eye Hospital PM Palem Branch in PM Palem. Passes through Kailasagiri, Major Junction, PM Palem. Approx 27.8 km, 88 mins."""
"VZG01651,Gajuwaka,KIMS Hospitals,Seethammadhara,Seethammadhara Bus Stop,28S,Express,""Gajuwaka, Dondaparthy, Seethammadhara"",48.7,151 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28S from Gajuwaka to KIMS Hospitals in Seethammadhara. Passes through Gajuwaka, Major Junction, Seethammadhara. Approx 48.7 km, 151 mins."""
"VZG01652,Kommadi,KIMS Hospitals,Seethammadhara,Seethammadhara Bus Stop,99S,Express,""Kommadi, NAD Junction, Seethammadhara"",38.0,119 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 99S from Kommadi to KIMS Hospitals in Seethammadhara. Passes through Kommadi, Major Junction, Seethammadhara. Approx 38.0 km, 119 mins."""
"VZG01653,Madhurawada,KIMS Hospitals,Seethammadhara,Seethammadhara Bus Stop,99S,Express,""Madhurawada, NAD Junction, Seethammadhara"",42.0,131 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 99S from Madhurawada to KIMS Hospitals in Seethammadhara. Passes through Madhurawada, Major Junction, Seethammadhara. Approx 42.0 km, 131 mins."""
"VZG01654,PM Palem,KIMS Hospitals,Seethammadhara,Seethammadhara Bus Stop,99S,Express,""PM Palem, Madhurawada, Dondaparthy, Seethammadhara"",46.4,144 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 99S from PM Palem to KIMS Hospitals in Seethammadhara. Passes through PM Palem, Major Junction, Seethammadhara. Approx 46.4 km, 144 mins."""
