Restaurant Name,Address,City,Category,Rating,Reviews Count,Speciality,Budget Min (INR),Budget Max (INR),Expected Budget Range
Sai Hotel,m4qm+c78,Gajuwaka,Restaurant,3.3,17,"Full-service dining with multi-cuisine buffet, meals & beverages",200,700,Rs.200 - Rs.700 per person
???? ??????? ???????? ?????? ????? ??????,,Gajuwaka,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
The Modern Military Mess,,,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Ksm Biryani,,Gajuwaka,Biryani restaurant,,0,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Mayuri Food Court,8-291,Gajuwaka,Chinese restaurant,,0,"Indo-Chinese dishes: fried rice, noodles, manchurian & soups",100,350,Rs.100 - Rs.350 per person
Masha Allah Dum Biryani Centre,"d.no - 10-1-128/9, 2nd floor, 80 feet rd, near paradise hotel",Gajuwaka,Biryani restaurant,3.9,58,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Biryani Cafe,high school rd,Gajuwaka,Indian restaurant,4.8,50,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Sri Jyoshna,"12-48/2a, bc colony aganampudi, visakhapatnam, andhrapradesh, 530046",Gajuwaka,Fast food restaurant,,0,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
???? ???? ???? ?????? ??????,,Gajuwaka,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Durga Bhavani Tiffin Centre,"sai nagar colony, akshay water plant",Gajuwaka,Tiffin center,,0,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Good Food Good Mood,"door no:- 2, 118/4/1, visakhapatnam steel plant general hospital rd, above tea time",Gajuwaka,Fast food restaurant,4.7,20,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Brunch & Supper,,Gajuwaka,Indian restaurant,4.8,730,"Indian cuisine with rice, curries, dals & traditional meals",100,400,Rs.100 - Rs.400 per person
Amrutha Vilas Family Restaurant,"duvvada railway station rd, opposite visakha dairy","Gajuwaka, Duvvada",Family restaurant,5.0,8,Family-style dining with multi-cuisine Indian meals & combos,150,500,Rs.150 - Rs.500 per person
Santrupthi Takeaways,"26-50-17, kanithi rd, near sfs school, opposite sbi bank",Gajuwaka,Biryani restaurant,4.0,305,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Hotel Ramachandra Multi Cusine Restaurant,"10, 2-5",Gajuwaka,South Indian restaurant,3.8,3021,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
New Dhaba City Punjab,m5mx+5c3,Gajuwaka,Punjabi restaurant,4.1,401,"North Indian curries, roti, dal makhani, paneer dishes & lassi",120,450,Rs.120 - Rs.450 per person
Ramana Caterers,"#14-32-109/54, ashok nagar, peda gantyada",Gajuwaka,Catering food and drink supplier,4.9,44,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Friends Tandoori Point Family Restaurant,beside hdfc bank,Gajuwaka,Family restaurant,3.9,951,Family-style dining with multi-cuisine Indian meals & combos,150,500,Rs.150 - Rs.500 per person
Trendy Family Restaurant,"manna church road,ramalayam arch, sri nagar main rd",Gajuwaka,Family restaurant,4.0,79,Family-style dining with multi-cuisine Indian meals & combos,150,500,Rs.150 - Rs.500 per person
Bae'S Food Central Multi-Cuisine Restaurant,,Gajuwaka,Restaurant,3.8,373,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Alif Spices Family Restaurant,"shop no. 10-10-50 high school rd, main road, gnt rd, near by laxmikanth theatre",Gajuwaka,Halal restaurant,3.8,819,Family-style dining with multi-cuisine Indian meals & combos,150,500,Rs.150 - Rs.500 per person
Sri Janakiram Family Restaurant,"national highway road , # 7-17-1 old gajuwaka, near indianoil",Gajuwaka,Biryani restaurant,4.0,60,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Korean Bistro,near bpcl petrol bunk,Gajuwaka,Restaurant,4.7,55,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Barkaas Indo-Arabic Restaurant,"vkr towers, 10-1-133/1, 80 feet rd, beside vishaka dairy",Gajuwaka,Arab restaurant,4.1,779,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Inbox Multicuisine Restaurant,inbox restaurant,Gajuwaka,Restaurant,4.1,685,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Cafe Et Cetera,ginger hotel,Gajuwaka,Family restaurant,4.0,97,Family-style dining with multi-cuisine Indian meals & combos,150,500,Rs.150 - Rs.500 per person
Nellore'S Sri Balaji Family Resturenta/C,argrand hotel,Gajuwaka,Family restaurant,3.8,21,Family-style dining with multi-cuisine Indian meals & combos,150,500,Rs.150 - Rs.500 per person
Uma Parlour,02-may,Gajuwaka,South Indian restaurant,4.0,2347,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Multi Cuisine Restaurant @ Hotel Green Apple,"10-1-14/1, 80 feet road",Gajuwaka,Restaurant,3.8,197,"Full-service dining with multi-cuisine buffet, meals & beverages",200,700,Rs.200 - Rs.700 per person
Sri Veeranjaneya Restaurant & Bar,"m6m2+rww, service rd",Gajuwaka,Restaurant,3.3,19,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Sri Sai Family Restaurant,m5hx+2f9,Gajuwaka,South Indian restaurant,5.0,5,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Arabian Spicers,"gokul nagar, 8-13-3/2",Gajuwaka,Restaurant,4.3,1067,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Ratna Vaari Vantillu,"m6j4+rgr, kanithi rd",Gajuwaka,Indian restaurant,3.7,1176,"Indian cuisine with rice, curries, dals & traditional meals",100,400,Rs.100 - Rs.400 per person
King'S & Queen'S Tiffins And Fast Food,"mangalapalem rd, beside burramaba temple, near duvvada",Duvvada,Tiffin center,,0,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Murali Krishna Mess,"lane, beside kunchamamba temple",Gajuwaka,Restaurant,4.0,107,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
The Red Box - Gajuwaka,door no 6-1-7,Gajuwaka,Chinese takeaway,3.8,195,"Indo-Chinese dishes: fried rice, noodles, manchurian & soups",100,350,Rs.100 - Rs.350 per person
Sri Bhavisya Parlour,24-23-3/1,Gajuwaka,Indian restaurant,4.4,16,"Indian cuisine with rice, curries, dals & traditional meals",100,400,Rs.100 - Rs.400 per person
Hotel Grand Alphaa,"junction, main road",Gajuwaka,Restaurant,3.6,4477,"Full-service dining with multi-cuisine buffet, meals & beverages",200,700,Rs.200 - Rs.700 per person
Chickhut Fast Food Center,"24-105-11, besides sfs school, kanithi rd",Gajuwaka,Restaurant,4.1,263,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Mr Biryani,"no.10-2, 34/2, main rd",Gajuwaka,Biryani restaurant,3.7,94,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Muscle Bowl,"26-27-8, kanithi rd, opposite ambika mobile shop",Gajuwaka,Health food restaurant,5.0,15,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Reddy S Biryani,kanithi rd,Gajuwaka,Biryani restaurant,4.2,29,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Kfc Gajuwaka,"114, beside exhibition ground",Gajuwaka,Chicken restaurant,4.2,2266,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
Hotel Grand Alpha,"m6p5+99h, gnt rd",Gajuwaka,Biryani restaurant,3.6,839,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Guntur Tiffins,"# 10-7-20, 2, kanithi rd",Gajuwaka,Indian restaurant,4.2,22,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Nellore Food House,"vantillu jn, kanithi rd",Gajuwaka,Indian takeaway,4.8,5,"Quick takeaway meals, combos & packaged food",80,300,Rs.80 - Rs.300 per person
La Pino'Z Pizza Gajuwaka,"ground floor, 10/1, 126/2, opposite to idfc first bank",Gajuwaka,Italian restaurant,4.4,142,"Pizzas, pasta, garlic bread & Italian-style fast food",150,600,Rs.150 - Rs.600 per person
Thokada'S Biryani Hub,21-30-5,Gajuwaka,Indian restaurant,3.7,3,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
4 Seasons,"10/185/1 1st floor, main rd",Gajuwaka,Restaurant,3.9,3490,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Sri Lakshmi Parlour,,Gajuwaka,Restaurant,5.0,4,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Coastal Cravings Cloud Kitchen,26-20-1,Gajuwaka,Restaurant,5.0,1,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Flavors - Bakery And Restaurant,"rh colony, d no.21-30-10, peda area","Nadupuru, Gajuwaka",Restaurant,4.5,94,"Fresh baked goods, cakes, pastries, cookies & sweets",50,300,Rs.50 - Rs.300 per person
Red Cherry Bakers & Restaurant,,Gajuwaka,Restaurant,3.8,2841,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Syamala Vari Aa Tiffins,,Gajuwaka,Fast food restaurant,5.0,2,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Hotel Green Apple,10-jan,Gajuwaka,Restaurant,3.8,2809,"Full-service dining with multi-cuisine buffet, meals & beverages",200,700,Rs.200 - Rs.700 per person
Sri Sai Ganesh Vijayawada Vari Bhojanam Hotel,"26-1-23, 100 feet rd",Gajuwaka,Andhra restaurant,3.8,35,"Authentic Andhra meals, spicy curries, rice dishes & chutneys",80,300,Rs.80 - Rs.300 per person
Vijayawada Vari Tiffin Centre,"m5mp+9m7, beside gayatri petrol bunk",Gajuwaka,Tiffin center,5.0,1,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Sri Hima Sri Mess & Tiffins,,Gajuwaka,Restaurant,4.0,1,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
The Sathwika Spicy,"duvvada railway station rd, opp. narayana college",Gajuwaka,Restaurant,5.0,15,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Aaswad - Lunch & Dinner,"dr no.31-6-7 , opp. to bus depot, kurmannapalem",Gajuwaka,Restaurant,3.9,1634,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Prasanna Restaurant,,Gajuwaka,Indian restaurant,3.8,62,"Indian cuisine with rice, curries, dals & traditional meals",100,400,Rs.100 - Rs.400 per person
Neha'S Kitchen & Bakery,31-5-12/25/1,Gajuwaka,South Indian restaurant,3.0,183,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Sairam Parlour,"opp, vizag steel plant plaza rd",Gajuwaka,Tiffin center,3.9,229,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Mr. Fried Chicken- Mfc,"door no : 31, hotel samsan residentia, 7-16, near arch, opp. police station",Gajuwaka,Restaurant,4.0,25,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
Hotel Jagruthi,m5p5+2fj,Gajuwaka,Family restaurant,3.9,73,"Full-service dining with multi-cuisine buffet, meals & beverages",200,700,Rs.200 - Rs.700 per person
Sri Durga Restaurant And Bar,"m5p8+38j, duvvada rd",Gajuwaka,Restaurant,3.3,69,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Bunny'S Restaurant,"1st floor, kalyan enclave, 16, national highway, above more supermarket",Gajuwaka,Biryani restaurant,3.5,1372,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Cygnett Inn Pavilion,"3 gowrinagar, gowrinagar st, near tulasi meeseva adhaar centre",Gajuwaka,Family restaurant,4.0,9,Family-style dining with multi-cuisine Indian meals & combos,150,500,Rs.150 - Rs.500 per person
Hotel Akshita Grand Kurmanapallem,"31-2-6/8, nh5 road, opp. all india radio station",Gajuwaka,Family restaurant,3.8,8,"Full-service dining with multi-cuisine buffet, meals & beverages",200,700,Rs.200 - Rs.700 per person
Supraja Bar And Restaurant,"m5p8+5vx, nh16",Gajuwaka,Restaurant,3.2,51,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Punjabi Food Truck,"28-17-14,, main road, beside calvary church",Gajuwaka,Restaurant,3.3,11,"North Indian curries, roti, dal makhani, paneer dishes & lassi",120,450,Rs.120 - Rs.450 per person
Vasu Dabha,"m5m6+xh4, nh16",Gajuwaka,Dhaba,3.3,54,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Dfc Dogani Fastfood Centre,opposite annapurna theatre,Gajuwaka,Fast food restaurant,4.6,23,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Cygnett Inn Ramachandra - Vizag,"31-2-4/5, nh16, opp. all india radio station",Gajuwaka,Restaurant,4.1,3304,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Raju Dhaba,"m5m6+xh4, nh16",Gajuwaka,Dhaba,3.7,3,"North Indian curries, roti, dal makhani, paneer dishes & lassi",120,450,Rs.120 - Rs.450 per person
Gunturu Vari Amrutha Mess,"m5p8+26w, duvvada rd",Gajuwaka,Restaurant,5.0,3,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Sss Kirana & General Stores,"sai ram parlour backside, 31-28-15/2",Gajuwaka,General store,3.8,1352,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Binge Biryani,"no. 26-7-1, door, kanithi rd, near jug junction","Visakhapatnam, Gajuwaka",Food court,4.9,102,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Hotel Samsan Residentia,"arch, near, d.no 31-7-16, opposite lane of police station",Gajuwaka,Restaurant,4.4,176,"Full-service dining with multi-cuisine buffet, meals & beverages",200,700,Rs.200 - Rs.700 per person
Sai Ganesh Parlour,beside vsez,Gajuwaka,Restaurant,4.5,2,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Sriram Parlour,31-29-26/4,Gajuwaka,Tiffin center,1.7,3,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Lakshmi Padmavathi Vilas,m5p9+8cp,"Gajuvaka, Gajuwaka",Tiffin center,,0,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Bhimavaram Vari Sri S V Foods,"police station, opposite police station, opposite kurmanapalem",Gajuwaka,Family restaurant,5.0,1,Family-style dining with multi-cuisine Indian meals & combos,150,500,Rs.150 - Rs.500 per person
Ayyappa Tiffin Centre,"m5m2+x7w, rajeev nagar rd",Gajuwaka,Restaurant,,0,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Andhra Vantillu Food Court,"m5p9+883, balacheruvu rd, near sai ram hotel","Gajuvaka, Gajuwaka",Restaurant,4.0,2,"Authentic Andhra meals, spicy curries, rice dishes & chutneys",80,300,Rs.80 - Rs.300 per person
Sri Sai Tasty Foods,"m5p2+6cr, rajeev nagar rd",Gajuwaka,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Don'S Punjabi Dhaba,"m5pf+54h, kanithi colony main rd",Gajuwaka,Dhaba,,0,"North Indian curries, roti, dal makhani, paneer dishes & lassi",120,450,Rs.120 - Rs.450 per person
Manikanta Tiffen Center,"m5pf+952 government hospital, opposite visakhapatnam",Gajuwaka,Fast food restaurant,,0,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Roman Delight Millet Tiffin,m5p9+c98,"Gajuvaka, Gajuwaka",Tiffin center,2.0,1,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Sri Sai Madhuram Family Restaurant,"no. 31-27-34, d, 5, duvvada railway station rd",Gajuwaka,Restaurant,3.5,78,Family-style dining with multi-cuisine Indian meals & combos,150,500,Rs.150 - Rs.500 per person
Exotic Kitchen,30-95-63,Gajuwaka,Family restaurant,4.1,94,Family-style dining with multi-cuisine Indian meals & combos,150,500,Rs.150 - Rs.500 per person
Sri Venkateswara Tiffins,duvvada railway station rd,Gajuwaka,Restaurant,4.2,194,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Hobbit House,"d. no. 11-2,grava,jaggayyapalem penduruthy",Kotta Narava,Restaurant,4.4,62,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Isha S Food Zone,"sita rama gardens, temple street","Visakhapatnam, Kotta Narava",Restaurant,4.6,22,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
New Sai Krupa'S Spicy Nest,"d.no: 57-6-102, opp: tulasi gardens apartments, narava rd",Kotta Narava,Restaurant,4.4,8,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
New Ratnavari Vantillu,"p5cr+796, underpass",Kotta Narava,Indian restaurant,5.0,1,"Indian cuisine with rice, curries, dals & traditional meals",100,400,Rs.100 - Rs.400 per person
Vinayaka Food Court,"nh 516c, near vikas college",Gajuwaka,Restaurant,4.0,2,Multi-cuisine food court with quick bites & combo meals,80,300,Rs.80 - Rs.300 per person
Zaika Nissi Restaurant,"mn raju plaza, ayyappa nagar road",Gajuwaka,Restaurant,2.0,14,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Sri Padmavathi Mess,"10-32, 32, venkateswara colony rd","Visakhapatnam, Gopalapatnam (rural)",Tiffin center,,0,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Rantavari Vantillu,opposite sbi bank,Gajuwaka,Restaurant,5.0,1,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
The Pizza Mania (Venkateshwara Colony),venkateswara colony rd,Gajuwaka,Pizza restaurant,3.1,8,"Pizzas, pasta, garlic bread & Italian-style fast food",150,600,Rs.150 - Rs.600 per person
Vantillu Curry Point,near church,Gajuwaka,Restaurant,1.0,1,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Geetha'S Kitchen,"p5cx+527, nh 516c",Gajuwaka,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Sr Foood Court,"nh 516c, near vikas college",Gajuwaka,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
